% Model:              bp.mph
% Version:            COMSOL 5.3.1.180
% Date:               Apr 28 2018, 11:34
% Dimension:          1
% Nodes:              401
% Expressions:        1
% Description:        Point graph
% X                       Height
-3.259190125330374        -5.929596011523824
-3.163613801194245        -5.898525496331997
-3.070591287473686        -5.873099547069814
-2.980077280352818        -5.85346086049317
-2.8920362176398875       -5.839735051231587
-2.806442623893794        -5.832031501739419
-2.723281251932816        -5.830444330104179
-2.642547031751862        -5.83505345636205
-2.5642448721270146       -5.845925680601229
-2.4883893890649063       -5.863115643852982
-2.41500465222275         -5.88666653187998
-2.344124041806923        -5.916610398129866
-2.2757902942529764       -5.9529680142384285
-2.2100557884285585       -5.9957481930911305
-2.14698309031116         -6.044946563717199
-2.086645738590388        -6.100543807725686
-2.0291292213023944       -6.162503394410384
-1.974532068269486        -6.23076887483994
-1.9229669685758157       -6.305260808788895
-1.8745618181249544       -6.385873394226183
-1.8294606093254835       -6.472470841058596
-1.7878240905740874       -6.5648834789378
-1.749830142205898        -6.662903520917536
-1.7156738305185062       -6.766280333679339
-1.6855671039126658       -6.8747150043487
-1.6597380777407231       -6.9878539539033975
-1.6384298101535375       -7.105281328271216
-1.6218983969713676       -7.226509905551854
-1.6104101074304307       -7.350970285850538
-1.6042371402893263       -7.4779981911799
-1.6036514032371887       -7.606819815024545
-1.6089155083568922       -7.736535361599653
-1.6202699450686264       -7.866101259188978
-1.6379151727380368       -7.994312096161877
-1.661987242251131        -8.119784203527457
-1.6925256522259673       -8.240944078811971
-1.7294327109839251       -8.356026531431837
-1.7724250507094315       -8.463089359324
-1.8209804885742038       -8.56005298342219
-1.8742872948426683       -8.644773618354957
-1.931207496990524        -8.715155533876889
-1.990269400826092        -8.769300043345861
-2.0497039727083095       -8.805676289025936
-2.1075322481698056       -8.823284973182869
-2.1616968341573397       -8.821778465999463
-2.2102149925808536       -8.801506026216307
-2.2513219510364486       -8.763471926768641
-2.2835763846562696       -8.709218898974145
-2.3059133613881446       -8.640667576713764
-2.3176460958733482       -8.559947373154376
-2.3184291757384514       -8.469246790907484
-2.3081999261681485       -8.370698255657194
-2.287112719714722        -8.266300651963615
-2.2554764862338708       -8.157875070699768
-2.2137009890317447       -8.047046010088842
-2.1622538669343907       -7.935240071306687
-2.101628243419901        -7.8236954701525985
-2.032319594339558        -7.7134774674429405
-1.9548101746487987       -7.605496361694936
-1.869559293873559        -7.50052591925507
-1.7769978998430815       -7.39922096246578
-1.6775261667371133       -7.302133402183674
-1.5715130308871554       -7.209726373947195
-1.4592968548938092       -7.12238638163517
-1.341186615432152        -7.04043350640314
-1.2174631971241965       -6.964129823174701
-1.0883805338288628       -6.893686200978192
-0.9541664738383293       -6.829267671331986
-0.8150233620843625       -6.770997557162934
-0.6694923394198966       -6.722129968045896
-0.5194568876644006       -6.67959632786925
-0.364988753379512        -6.643395809401112
-0.20619708641527446      -6.613487338512663
-0.04419272620071446      -6.587656678840003
0.12172743535451325       -6.567253117164179
0.29168865005005706       -6.552637515622624
0.4657578789433412        -6.543842415501964
0.6439449470282117        -6.540772811095676
0.8262420500516168        -6.543278366917688
1.012647998370868         -6.551179738263437
1.2031667791334701        -6.564276162788016
1.3978066925098833        -6.582348238717361
1.596580882661918         -6.60515872403302
1.7995071781255767        -6.632452018716734
2.0066080314908117        -6.663952731096211
2.2179106661992796        -6.699363539268977
2.4334470706203764        -6.738362621815945
2.653253644961927         -6.780600894793797
2.877370428569291         -6.825699130878791
3.105839880393768         -6.873244906473234
3.3387051981006763        -6.9227892755641545
3.5760081484491657        -6.9738430612979965
3.817786366995543         -7.025872622704009
4.064070068937631         -7.0782948860184245
4.3148780673687535        -7.130471380897998
4.570212902169531         -7.181701044028706
4.830054751878197         -7.231211648494664
5.094353655708497         -7.278149854597411
5.3630194295527085        -7.321570043613972
5.635908523621508         -7.360422328209088
5.912806952832678         -7.393540505363944
6.193408375858924         -7.419631302300916
6.477286499912392         -7.437267106356353
6.763861380704894         -7.444885490672187
7.052360100035493         -7.440800196525542
7.341773985824689         -7.4232296271923985
7.630817240734103         -7.390349817503273
7.917895521711349         -7.340378257867711
8.20109696168653          -7.271691458495582
8.478220349168962         -7.182971324896629
8.746853011654194         -7.073363796614931
9.004501482970003         -6.942620795265817
9.248762197512816         -6.79119038612577
9.477502899116217         -6.620226596713178
9.689017330926617         -6.4315103456911125
9.882122063177219         -6.227298250761375
10.056182282498243        -6.010134519434828
10.211073779437363        -5.782664638162067
10.34710175490587         -5.547480064016655
10.46490036200939         -5.30700777041075
10.56533253415437         -5.0634450042369075
10.649402242685534        -4.818731437677573
10.7181844471694          -4.574548021412891
10.772773220846123        -4.332332458275214
10.814245940887428        -4.093303370223064
10.84364043760509         -3.8584877216083155
10.86194191950168         -3.628748071422221
10.87007689903228         -3.4048077888998733
10.868911828943997        -3.187273352095442
10.85925467718994         -2.976653482281722
10.84185811503636         -2.773375232086834
10.817423368442668        -2.5777973411186164
10.786604088865055        -2.3902212580109623
10.750009837409825        -2.2109002338019783
10.708208958963361        -2.040046856419795
10.66173076414089         -1.8778393310641832
10.61106705446992         -1.7244267466533498
10.556673131363715        -1.579933515246904
10.498968516472438        -1.4444631343604313
10.438337664155652        -1.3181013989751766
10.375130937499048        -1.2009191640880774
10.309666042113397        -1.092974729914437
10.242229975255546        -0.9943158896574507
10.173081391825225        -0.9049816559456982
10.102453160503496        -0.8250036777355123
10.030554818503502        -0.7544073760444103
9.957574641117935         -0.6932128527017729
9.883681105027051         -0.6414356422389536
9.809023614190068         -0.5990873685250422
9.733732454238625         -0.5661763351817986
9.657918041500563         -0.5427080384024954
9.58166963884617          -0.5286855644966857
9.50505381490252          -0.5241098354323221
9.428112998412475         -0.5289796895508783
9.350864487446607         -0.5432918133871163
9.273300188857666         -0.5670405555629139
9.195387197104111         -0.6002176490681783
9.117069121456513         -0.642811853432816
9.038267901312015         -0.6948085191561149
8.958885760303158         -0.7561890815647343
8.87880695383301          -0.8269305035575594
8.79789903962004          -0.907004690707315
8.716013511046512         -0.9963778866667818
8.632985751425036         -1.0950100259818398
8.548634382749825         -1.2028539938731944
8.462760190642191         -1.3198547384771218
8.375144896017954         -1.4459482076063643
8.285550087527886         -1.5810601255831676
8.19371660450637          -1.7251046642619208
8.099364557986116         -1.8779830739116294
8.002194022929867         -2.039582321309057
7.90188627216709          -2.2097737460538713
7.798105300124037         -2.3884117097673476
7.690499331435822         -2.575332188427846
7.578702025869709         -2.7703512433058197
7.4623331578553795        -2.9732632948895947
7.340998637004902         -3.1838391060989624
7.214289827170998         -3.401823359363344
7.081782204504007         -3.626931693886089
6.943033465892739         -3.8588470633119885
6.797581253228136         -4.097215280998092
6.644940688443791         -4.341639628256238
6.484601914421042         -4.5916743965149776
6.316027807959559         -4.846817199183509
6.138651989377351         -5.10649981863468
5.951877221779046         -5.370077251508121
5.755074302318703         -5.636814492858131
5.547581626269932         -5.905870470856319
5.328705781161632         -6.176278422006377
5.0977238189444725        -6.446921907201551
4.853888307876722         -6.71650564050788
4.596436900080516         -6.983520423196862
4.324609027879563         -7.246201887190431
4.037673470437209         -7.5024837203906305
3.7349718417870035        -7.749947989917901
3.415984211294112         -7.985778696455027
3.0804232642234286        -8.206730407022523
2.7283609959351143        -8.409131911927124
2.360384357955213         -8.58895388570746
1.9777610824753769        -8.741974539572553
1.582574912434806         -8.864068609475602
1.1777698232450948        -8.951611998780812
0.7670444682985433        -9.00193741557275
0.35457778336284385       -9.013721395349588
-0.05536458379577347      -8.987175076418858
-0.45968914511452397      -8.923762460889
-0.8535221267615682       -8.826611556916749
-1.2348049137673325       -8.699306130233253
-1.6019869710169719       -8.545791775901554
-1.9540898915743483       -8.370004644550423
-2.290677130886376        -8.17568403098084
-2.6117281088652717       -7.966242645453271
-2.917512053383984        -7.744714454581942
-3.2084885162704495       -7.5137534293196016
-3.485230794849423        -7.275658572200388
-3.748370354991943        -7.032411159030694
-3.9985591422456412       -6.7857157930219
-4.236445554013331        -6.537040584556268
-4.4626605350781805       -6.287654121595925
-4.6778109804973536       -6.038658170210383
-4.88247810093357         -5.791015710488231
-5.077218827304664        -5.545574304438873
-5.262568726271793        -5.303085074836173
-5.4390452648775405       -5.064217796048921
-5.607150606159012        -4.829572738793941
-5.7673734185995364       -4.599689937861398
-5.920189413719536        -4.3750564573936614
-6.066060526013157        -4.156112095171096
-6.205432851459463        -3.9432538621334094
-6.338733716079322        -3.7368395588196552
-6.466368524834131        -3.5371908222215867
-6.588718230643693        -3.344596048601872
-6.70613822620215         -3.159313493330509
-6.81895915582405         -2.9815746302433617
-6.927489618408384        -2.8115875877497283
-7.03202019853795         -2.649540308864921
-7.132030979559243        -2.4999941256653617
-7.228653870470609        -2.358774163477734
-7.322143187446024        -2.226014370111094
-7.412760172019233        -2.10183166995506
-7.501194110482274        -1.9833583120165643
-7.587318821208157        -1.872649270724928
-7.6712594128853056       -1.770436740772465
-7.753178244950426        -1.677019411253234
-7.83324401440554         -1.5925386161683324
-7.9116110078884          -1.5170761470927194
-7.988409971981731        -1.4506895244376647
-8.06374758295733         -1.3934232485267695
